ensembl_gene_id;name_1006
YKL135C;vesicle-mediated transport
YKL135C;clathrin-coated pit
YKL135C;protein transport
YKL135C;plasma membrane
YKL135C;membrane
YKL135C;binding
YMR223W;histone H3-K79 methylation
YMR223W;obsolete ubiquitin thiolesterase activity
YMR223W;thiol-dependent ubiquitin-specific protease activity
YMR223W;histone H3-K4 methylation
YMR223W;cysteine-type peptidase activity
YMR223W;protein complex scaffold
YMR223W;ubiquitin-dependent protein catabolic process
YMR223W;SLIK (SAGA-like) complex
YMR223W;SAGA complex
YMR223W;transcription, DNA-templated
YMR223W;regulation of transcription, DNA-templated
YMR223W;zinc ion binding
YMR223W;proteolysis
YMR223W;peptidase activity
YMR223W;metal ion binding
YMR223W;hydrolase activity
YMR223W;nucleus
YMR223W;DUBm complex
YMR223W;histone deubiquitination
YMR223W;thiol-dependent ubiquitinyl hydrolase activity
YMR223W;RNA splicing
YMR223W;protein deubiquitination
YML009C-A;integral component of membrane
YKL120W;integral component of membrane
YKL120W;transmembrane transport
YKL120W;transport
YKL120W;membrane
YKL120W;mitochondrial inner membrane
YKL120W;binding
YKL120W;mitochondrion
YKL120W;secondary active sulfate transmembrane transporter activity
YKL120W;oxaloacetate secondary active transmembrane transporter activity
YKL120W;isopropylmalate transport
YKL120W;isopropylmalate transmembrane transporter activity
YKL120W;sulfate transport
YKL120W;oxaloacetate transport
YKL120W;malonate(1-) transmembrane transporter activity
YKL120W;oxaloacetate transmembrane transporter activity
YKL120W;sulfate transmembrane transporter activity
YKL120W;sulfate transmembrane transport
YKL120W;oxaloacetate(2-) transmembrane transport
YBL071C-B;biological_process
YBL071C-B;molecular_function
YBL071C-B;cellular_component
YDL040C;peptide alpha-N-acetyltransferase activity
YDL040C;N-terminal protein amino acid acetylation
YDL040C;NatA complex
YDL040C;cytosolic ribosome
YDL040C;cytoplasm
YDL040C;binding
YDL040C;mitochondrion
YDL040C;protein binding
YMR142C;cytoplasmic translation
YMR142C;cytosolic large ribosomal subunit
YMR142C;structural constituent of ribosome
YMR142C;ribosome
YMR142C;translation
YMR142C;intracellular
YKL089W;condensed nuclear chromosome inner kinetochore
YKL089W;centromeric DNA binding
YKL089W;chromosome segregation
YKL089W;condensed nuclear chromosome, centromeric region
YKL089W;mitotic spindle organization in nucleus
YKL089W;chromosome, centromeric region
YKL089W;chromosome
YKL089W;cell division
YKL089W;cell cycle
YKL089W;mitotic nuclear division
YKL089W;DNA binding
YKL089W;nucleus
YKL089W;kinetochore
YKL089W;kinetochore assembly
YLR239C;lipoyl(octanoyl) transferase activity
YLR239C;octanoyltransferase activity
YLR239C;transferase activity, transferring acyl groups
YLR239C;cellular protein modification process
YLR239C;protein lipoylation
YLR239C;lipoate biosynthetic process
YLR239C;ligase activity
YLR239C;transferase activity
YLR239C;catalytic activity
YLR239C;cytoplasm
YLR239C;mitochondrion
YMR158W-B;integral component of membrane
YPL019C;lysosomal microautophagy
YPL019C;vacuole fusion, non-autophagic
YPL019C;vacuolar transport
YPL019C;fungal-type vacuole membrane
YPL019C;vacuolar membrane
YPL019C;vacuole
YPL019C;endoplasmic reticulum
YPL019C;molecular_function
YPL019C;integral component of membrane
YPL019C;membrane
YPL019C;polyphosphate metabolic process
YPL019C;vacuolar transporter chaperone complex
YHR050W;cation transmembrane transport
YHR050W;integral component of membrane
YHR050W;metal ion binding
YHR050W;vacuolar membrane
YHR050W;membrane
YHR050W;transport
YHR050W;cytoplasmic membrane-bounded vesicle
YHR050W;transporter activity
YHR050W;cellular manganese ion homeostasis
YHR050W;inorganic cation transmembrane transporter activity
YHR050W;manganese ion transport
YHR050W;cobalt ion transport
YHR050W;cellular cobalt ion homeostasis
YLR102C;chromatin assembly
YLR102C;protein ubiquitination
YLR102C;ubiquitin-protein transferase activity
YLR102C;anaphase-promoting complex
YLR102C;cell division
YLR102C;cell cycle
YLR102C;mitotic nuclear division
YLR102C;nucleus
YLR102C;cytoplasm
YPL085W;endoplasmic reticulum membrane
YPL085W;protein transport
YPL085W;protein anchor
YPL085W;Golgi membrane
YPL085W;autophagy
YPL085W;ER to Golgi transport vesicle membrane
YPL085W;endoplasmic reticulum exit site
YPL085W;protein localization to endoplasmic reticulum exit site
YPL085W;COPII vesicle coating
YJL071W;ornithine biosynthetic process
YJL071W;acetyl-CoA:L-glutamate N-acetyltransferase activity
YJL071W;arginine biosynthetic process
YJL071W;transferase activity, transferring acyl groups
YJL071W;cellular amino acid biosynthetic process
YJL071W;transferase activity
YJL071W;mitochondrial matrix
YJL071W;mitochondrion
YJR010W;sulfate adenylyltransferase (ATP) activity
YJR010W;methionine metabolic process
YJR010W;cysteine biosynthetic process
YJR010W;sulfate assimilation
YJR010W;nucleotidyltransferase activity
YJR010W;methionine biosynthetic process
YJR010W;cellular amino acid biosynthetic process
YJR010W;nucleotide binding
YJR010W;ATP binding
YJR010W;transferase activity
YJR010W;cytoplasm
YJR010W;mitochondrion
YJR010W;sulfur amino acid metabolic process
YJR010W;hydrogen sulfide biosynthetic process
YJR010W;sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
YJL130C;pyrimidine nucleotide biosynthetic process
YJL130C;nitrogen compound metabolic process
YJL130C;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
YJL130C;amino acid binding
YJL130C;carboxyl- or carbamoyltransferase activity
YJL130C;nucleotide binding
YJL130C;ligase activity
YJL130C;ATP binding
YJL130C;metabolic process
YJL130C;glutamine metabolic process
YJL130C;transferase activity
YJL130C;cellular amino acid metabolic process
YJL130C;catalytic activity
YJL130C;metal ion binding
YJL130C;cytoplasm
YJL130C;integral component of membrane
YJL130C;mitochondrion
YJL130C;'de novo' pyrimidine nucleobase biosynthetic process
YJL130C;aspartate carbamoyltransferase activity
YJL130C;negative regulation of pyrimidine nucleobase metabolic process
YJL130C;carbamoyl phosphate biosynthetic process
YJL130C;glutamine catabolic process
YJL130C;'de novo' UMP biosynthetic process
YCR021C;plasma membrane
YCR021C;integral component of membrane
YCR021C;cellular response to DNA damage stimulus
YCR021C;response to stress
YCR021C;ion transport
YCR021C;membrane
YCR021C;ion channel activity
YCR021C;cellular response to ethanol
YCR021C;negative regulation of ATPase activity
YCR021C;cellular response to heat
YCR021C;cellular response to osmotic stress
YCR021C;cellular response to hydrogen peroxide
YPR204C-A;integral component of membrane
YHR063C;cytoplasm
YHR063C;oxidation-reduction process
YHR063C;oxidoreductase activity
YHR063C;pantothenate biosynthetic process
YHR063C;NADP binding
YHR063C;2-dehydropantoate 2-reductase activity
YBR038W;chitin synthase activity
YBR038W;chitin biosynthetic process
YBR038W;
YBR038W;cellular bud neck
YBR038W;transferase activity, transferring glycosyl groups
YBR038W;actomyosin contractile ring contraction
YBR038W;cytokinesis
YBR038W;transferase activity
YBR038W;integral component of membrane
YBR038W;membrane
YBR038W;cell wall organization
YBR038W;transferase activity, transferring hexosyl groups
YBR277C;
YGL049C;binding
YGL049C;mRNA binding
YGL049C;RNA binding
YGL049C;P-body
YGL049C;translation initiation factor activity
YGL049C;regulation of translation
YGL049C;cytoplasmic stress granule
YGL049C;stress granule assembly
YGL049C;translational initiation
YGL049C;eukaryotic translation initiation factor 4F complex
YGL049C;translation initiation factor binding
YGL049C;protein binding
YOL063C;molecular_function
YOL063C;cellular_component
YOL063C;transcription, DNA-templated
YOL063C;regulation of transcription from RNA polymerase II promoter
YHR009C;cytoplasm
YHR009C;oxidation-reduction process
YHR009C;oxidoreductase activity
YHR009C;late endosome
YHR009C;retrograde transport, endosome to Golgi
YGR172C;integral component of Golgi membrane
YGR172C;vesicle fusion with Golgi apparatus
YGR172C;ER to Golgi transport vesicle
YGR172C;vesicle-mediated transport
YGR172C;Golgi membrane
YGR172C;Golgi apparatus
YGR172C;protein transport
YGR172C;ER to Golgi vesicle-mediated transport
YGR172C;endoplasmic reticulum
YGR172C;endoplasmic reticulum membrane
YGR172C;molecular_function
YGR172C;integral component of membrane
YGR172C;transport
YGR172C;membrane
YLR279W;integral component of membrane
YGR111W;regulation of cell size
YGR111W;molecular_function
YGR111W;nucleus
YGR111W;cytoplasm
YLR461W;integral component of membrane
YLR461W;response to stress
YOR039W;CURI complex
YOR039W;protein serine/threonine kinase inhibitor activity
YOR039W;protein kinase CK2 complex
YOR039W;regulation of transcription from RNA polymerase I promoter
YOR039W;regulation of transcription from RNA polymerase III promoter
YOR039W;UTP-C complex
YOR039W;protein kinase regulator activity
YOR039W;protein phosphorylation
YOR039W;cellular response to DNA damage stimulus
YOR039W;negative regulation of protein serine/threonine kinase activity
YOR039W;regulation of protein kinase activity
YPR053C;
YMR101C;protein glycosylation
YMR101C;lipid particle
YMR101C;dehydrodolichyl diphosphate synthase activity
YMR101C;transferase activity, transferring alkyl or aryl (other than methyl) groups
YMR101C;prenyltransferase activity
YPL087W;ceramide biosynthetic process
YPL087W;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
YPL087W;Golgi membrane
YPL087W;Golgi apparatus
YPL087W;endoplasmic reticulum
YPL087W;endoplasmic reticulum membrane
YPL087W;hydrolase activity
YPL087W;integral component of membrane
YPL087W;membrane
YPL087W;dihydroceramidase activity
YPL087W;ceramide catabolic process
YPL087W;ceramide metabolic process
YKR105C;transmembrane transporter activity
YKR105C;amino acid transport
YKR105C;vacuolar membrane
YKR105C;vacuole
YKR105C;biological_process
YKR105C;molecular_function
YKR105C;integral component of membrane
YKR105C;transmembrane transport
YKR105C;transport
YKR105C;membrane
YKR105C;plasma membrane
YKR105C;arginine transport
YDR135C;response to cadmium ion
YDR135C;bilirubin transport
YDR135C;bilirubin transmembrane transporter activity
YDR135C;response to metal ion
YDR135C;fungal-type vacuole membrane
YDR135C;vacuolar membrane
YDR135C;vacuole
YDR135C;obsolete ATP catabolic process
YDR135C;ATPase activity
YDR135C;nucleoside-triphosphatase activity
YDR135C;ATPase activity, coupled to transmembrane movement of substances
YDR135C;nucleotide binding
YDR135C;ATP binding
YDR135C;integral component of membrane
YDR135C;transmembrane transport
YDR135C;transport
YDR135C;membrane
YDR135C;glutathione S-conjugate-exporting ATPase activity
YDR135C;cell redox homeostasis
YDR135C;vacuole fusion, non-autophagic
YDR135C;glutathione metabolic process
YNL001W;nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay
YNL001W;nuclear-transcribed mRNA catabolic process, no-go decay
YNL001W;ribosome disassembly
YNL001W;endoribonuclease activity
YNL001W;nonfunctional rRNA decay
YNL001W;ribosome binding
YNL001W;translation
YNL001W;nuclease activity
YNL001W;endonuclease activity
YNL001W;regulation of translation
YNL001W;meiotic nuclear division
YNL001W;cell division
YNL001W;cell cycle
YNL001W;mitotic nuclear division
YNL001W;metal ion binding
YNL001W;hydrolase activity
YNL001W;cytoplasm
YNL001W;RNA surveillance
YNL001W;nuclear-transcribed mRNA catabolic process, non-stop decay
YNL001W;RNA phosphodiester bond hydrolysis, endonucleolytic
YNL001W;positive regulation of translation
YNL001W;meiotic cell cycle
YNL001W;Dom34-Hbs1 complex
YKL015W;zinc ion binding
YKL015W;regulation of transcription, DNA-templated
YKL015W;transcription, DNA-templated
YKL015W;nucleus
YKL015W;DNA binding
YKL015W;positive regulation of transcription from RNA polymerase II promoter
YKL015W;RNA polymerase II transcription factor activity, sequence-specific DNA binding
YKL015W;RNA polymerase II core promoter proximal region sequence-specific DNA binding
YKL015W;transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding
YKL015W;transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
YKL015W;proline metabolic process
YKL015W;positive regulation of proline catabolic process to glutamate
YGR094W;aminoacyl-tRNA ligase activity
YGR094W;tRNA aminoacylation for protein translation
YGR094W;translation
YGR094W;nucleotide binding
YGR094W;ligase activity
YGR094W;ATP binding
YGR094W;cytoplasm
YGR094W;mitochondrion
YGR094W;valine-tRNA ligase activity
YGR094W;valyl-tRNA aminoacylation
YGR094W;aminoacyl-tRNA editing activity
YOL146W;replication fork protection complex
YOL146W;DNA replication preinitiation complex
YOL146W;double-strand break repair via break-induced replication
YOL146W;GINS complex
YOL146W;DNA-dependent DNA replication
YDL218W;biological_process
YDL218W;molecular_function
YDL218W;cytoplasm
YDL218W;integral component of membrane
YDL218W;membrane
YNL098C;plasma membrane
YNL098C;GTPase activity
YNL098C;GTP binding
YNL098C;endoplasmic reticulum membrane
YNL098C;mitochondrion
YNL098C;nucleus
YNL098C;signal transduction
YNL098C;ascospore formation
YNL098C;small GTPase mediated signal transduction
YNL098C;pseudohyphal growth
YNL098C;replicative cell aging
YNL098C;membrane
YNL098C;regulation of protein localization
YNL098C;positive regulation of transcription by galactose
YNL098C;protein localization to bud neck
YNL098C;activation of adenylate cyclase activity
YNL098C;positive regulation of adenylate cyclase activity
YNL032W;cytoplasm
YNL032W;dephosphorylation
YNL032W;endocytosis
YNL032W;protein tyrosine phosphatase activity
YNL032W;protein dephosphorylation
YNL032W;peptidyl-tyrosine dephosphorylation
YNL032W;phosphatase activity
YNL032W;actin filament organization
YHR184W;cell division
YHR184W;ascospore wall assembly
YHR184W;protein complex assembly
YHR184W;prospore membrane
YLR332W;mRNA splicing via endonucleolytic cleavage and ligation involved in unfolded protein response
YLR332W;transmembrane signaling receptor activity
YLR332W;response to acid chemical
YLR332W;pexophagy
YLR332W;integral component of plasma membrane
YLR332W;response to osmotic stress
YLR332W;cell morphogenesis involved in conjugation
YLR332W;plasma membrane
YLR332W;fungal-type cell wall organization
YLR332W;mating projection tip
YLR332W;response to stress
YLR332W;integral component of membrane
YLR332W;membrane
YLR332W;response to acidic pH
YGR081C;nucleolus
YGR081C;preribosome, small subunit precursor
YGR081C;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YGR081C;90S preribosome
YGR081C;ribosomal small subunit export from nucleus
YCL005W-A;cell wall mannoprotein biosynthetic process
YCL005W-A;vacuolar acidification
YCL005W-A;hydrogen ion transmembrane transporter activity
YCL005W-A;ATP hydrolysis coupled proton transport
YCL005W-A;proton transport
YCL005W-A;fungal-type vacuole membrane
YCL005W-A;protein complex assembly
YCL005W-A;vacuolar membrane
YCL005W-A;vacuole
YCL005W-A;ion transport
YCL005W-A;integral component of membrane
YCL005W-A;transmembrane transport
YCL005W-A;transport
YCL005W-A;membrane
YCL005W-A;vacuolar proton-transporting V-type ATPase, V0 domain
YCL005W-A;proton-transporting V-type ATPase, V0 domain
YCL005W-A;ATPase coupled ion transmembrane transporter activity
YCL005W-A;cell growth
YOL156W;plasma membrane
YOL156W;integral component of membrane
YOL156W;glucose transport
YOL156W;galactose transmembrane transporter activity
YOL156W;fructose transmembrane transporter activity
YOL156W;mannose transmembrane transporter activity
YOL156W;glucose transmembrane transporter activity
YOL156W;transmembrane transport
YOL156W;membrane
YOL156W;substrate-specific transmembrane transporter activity
YOL156W;transporter activity
YOL156W;fructose transport
YOL156W;mannose transport
YOL156W;transmembrane transporter activity
YOL156W;hexose transport
YOL156W;galactose transport
YHR168W;obsolete GTP catabolic process
YHR168W;GTPase activity
YHR168W;ribosome binding
YHR168W;translation
YHR168W;extrinsic component of membrane
YHR168W;cytoplasmic translation
YHR168W;magnesium ion binding
YHR168W;GTP binding
YHR168W;nucleotide binding
YHR168W;intracellular
YHR168W;membrane
YHR168W;mitochondrial inner membrane
YHR168W;mitochondrion
YBR058C-A;integral component of membrane
YBR058C-A;endoplasmic reticulum membrane
YBR058C-A;3-keto-sphinganine metabolic process
YBR058C-A;enzyme activator activity
YBR058C-A;sphingolipid biosynthetic process
YBR058C-A;SPOTS complex
YBR058C-A;positive regulation of catalytic activity
YOR183W;biological_process
YOR183W;molecular_function
YOR183W;cellular_component
YOR183W;integral component of membrane
YOR183W;membrane
YHR062C;rRNA processing
YHR062C;cytosol
YHR062C;nucleus
YHR062C;RNA binding
YHR062C;mRNA cleavage
YHR062C;tRNA processing
YHR062C;nucleolar ribonuclease P complex
YHR062C;intronic box C/D snoRNA processing
YHR062C;ribonuclease P activity
YHR062C;RNA phosphodiester bond hydrolysis, endonucleolytic
YHR062C;ribonuclease MRP complex
YHR062C;ribonuclease activity
YHR062C;catalytic activity
YHR062C;RNA phosphodiester bond hydrolysis
YGR248W;carbohydrate metabolic process
YGR248W;cytosol
YGR248W;nucleus
YGR248W;pentose-phosphate shunt
YGR248W;pentose-phosphate shunt, oxidative branch
YGR248W;6-phosphogluconolactonase activity
YKL034W;integral component of membrane
YKL034W;zinc ion binding
YKL034W;protein ubiquitination
YKL034W;ligase activity
YKL034W;ubiquitin-protein transferase activity
YKL034W;Golgi apparatus
YKL034W;Golgi membrane
YKL034W;ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
YKL034W;Dsc E3 ubiquitin ligase complex
YKL034W;protein binding
YMR138W;small GTPase mediated signal transduction
YMR138W;protein folding
YMR138W;GTP binding
YMR138W;nucleotide binding
YMR138W;intracellular
YMR138W;cytoplasm
YMR138W;tubulin complex assembly
YMR138W;obsolete tubulin complex biogenesis
YOL058W;argininosuccinate metabolic process
YOL058W;citrulline metabolic process
YOL058W;arginine biosynthetic process
YOL058W;argininosuccinate synthase activity
YOL058W;cellular amino acid biosynthetic process
YOL058W;nucleotide binding
YOL058W;ligase activity
YOL058W;ATP binding
YOL058W;cytoplasm
YOL058W;cytosol
YJL110C;nitrogen catabolite repression of transcription
YJL110C;transcription factor activity, sequence-specific DNA binding
YJL110C;negative regulation of transcription from RNA polymerase II promoter
YJL110C;DNA binding
YJL110C;sequence-specific DNA binding
YJL110C;transcription, DNA-templated
YJL110C;regulation of transcription, DNA-templated
YJL110C;zinc ion binding
YJL110C;metal ion binding
YJL110C;nucleus
YJL110C;maintenance of protein location in nucleus
YJL110C;transcription from RNA polymerase II promoter
YJL110C;RNA polymerase II transcription factor activity, sequence-specific DNA binding
YHL007C;ATP binding
YHL007C;cytoplasm
YHL007C;nucleus
YHL007C;pheromone-dependent signal transduction involved in conjugation with cellular fusion
YHL007C;mating projection tip
YHL007C;invasive growth in response to glucose limitation
YHL007C;vacuole inheritance
YHL007C;incipient cellular bud site
YHL007C;pseudohyphal growth
YHL007C;protein kinase activity
YHL007C;regulation of exit from mitosis
YHL007C;protein phosphorylation
YHL007C;budding cell apical bud growth
YHL007C;signal transduction involved in filamentous growth
YHL007C;bipolar cellular bud site selection
YHL007C;stress granule assembly
YHL007C;sterol import
YHL007C;cellular response to heat
YHL007C;positive regulation of apoptotic process
YHL007C;osmosensory signaling pathway via Sho1 osmosensor
YHL007C;histone kinase activity (H2B-S14 specific)
YHL007C;MAP kinase kinase kinase kinase activity
YHL007C;negative regulation of gene expression
YHL007C;identical protein binding
YHL007C;MAPK cascade
YHL007C;histone H2B-S14 phosphorylation
YHL007C;activation of MAPKKK activity
YPL022W;DNA repair
YPL022W;nucleus
YPL022W;DNA binding
YPL022W;single-stranded DNA binding
YPL022W;endonuclease activity
YPL022W;mitotic recombination
YPL022W;double-strand break repair via single-strand annealing, removal of nonhomologous ends
YPL022W;nuclease activity
YPL022W;meiotic mismatch repair
YPL022W;DNA metabolic process
YPL022W;DNA amplification
YPL022W;nucleotide-excision repair factor 1 complex
YPL022W;nucleotide-excision repair, DNA incision, 5'-to lesion
YPL022W;endodeoxyribonuclease activity
YPL022W;removal of nonhomologous ends
YHR208W;L-leucine transaminase activity
YHR208W;L-valine transaminase activity
YHR208W;L-isoleucine transaminase activity
YHR208W;branched-chain-amino-acid transaminase activity
YHR208W;branched-chain amino acid biosynthetic process
YHR208W;branched-chain amino acid metabolic process
YHR208W;branched-chain amino acid catabolic process
YHR208W;cellular amino acid biosynthetic process
YHR208W;metabolic process
YHR208W;transferase activity
YHR208W;transaminase activity
YHR208W;catalytic activity
YHR208W;mitochondrial matrix
YHR208W;mitochondrion
YHR208W;leucine biosynthetic process
YHR208W;isoleucine biosynthetic process
YHR208W;valine biosynthetic process
YHR208W;mitotic G1 DNA damage checkpoint
YHR208W;L-methionine salvage from methylthioadenosine
YHR208W;cellular response to UV
YAR042W;lipid binding
YAR042W;endocytosis
YAR042W;endoplasmic reticulum
YAR042W;early endosome
YAR042W;Golgi membrane
YAR042W;exocytosis
YAR042W;nuclear envelope
YAR042W;maintenance of cell polarity
YAR042W;1-phosphatidylinositol binding
YAR042W;nuclear outer membrane
YAR042W;oxysterol binding
YAR042W;sterol transport
YAR042W;sterol transporter activity
YAR042W;Golgi trans cisterna
YAR042W;protein binding
YFL012W-A;integral component of membrane
YKR013W;extracellular region
YKR013W;sterol binding
YKR013W;sterol transport
YJL074C;replication-born double-strand break repair via sister chromatid exchange
YJL074C;
YJL074C;ATP binding
YJL074C;DNA repair
YJL074C;nucleus
YJL074C;ATPase activity
YJL074C;synaptonemal complex assembly
YJL074C;reciprocal meiotic recombination
YJL074C;meiotic sister chromatid cohesion
YJL074C;obsolete ATP catabolic process
YJL074C;cell division
YJL074C;chromatin binding
YJL074C;ascospore formation
YJL074C;mitotic sister chromatid cohesion
YJL074C;nuclear mitotic cohesin complex
YJL074C;chromosome organization
YJL074C;chromosome
YJL074C;protein binding
YJL074C;identical protein binding
YIR009W;U2 snRNA binding
YIR009W;U2-type prespliceosome
YIR009W;U2 snRNP
YIR009W;mRNA splicing, via spliceosome
YIR009W;intracellular ribonucleoprotein complex
YIR009W;nucleic acid binding
YIR009W;nucleotide binding
YIR009W;RNA binding
YIR009W;RNA splicing
YIR009W;mRNA processing
YIR009W;nucleus
YIR009W;snRNA binding
YLR384C;nucleoplasm
YLR384C;cytoplasm
YLR384C;regulation of transcription, DNA-templated
YLR384C;transcription, DNA-templated
YLR384C;nucleus
YLR384C;tRNA wobble uridine modification
YLR384C;protein transport
YLR384C;Elongator holoenzyme complex
YLR384C;regulation of transcription from RNA polymerase II promoter
YLR384C;tRNA binding
YLR384C;protein binding
YOR127W;zinc ion binding
YOR127W;signal transduction
YOR127W;pheromone-dependent signal transduction involved in conjugation with cellular fusion
YOR127W;invasive growth in response to glucose limitation
YOR127W;pseudohyphal growth
YOR127W;budding cell apical bud growth
YOR127W;actin filament organization
YOR127W;establishment of cell polarity
YOR127W;
YOR127W;cellular bud neck split septin rings
YOR127W;septin ring organization
YOR127W;budding cell isotropic bud growth
YPR188C;myosin II binding
YPR188C;myosin complex
YPR188C;calcium ion binding
YPR188C;cellular bud neck
YPR188C;actomyosin contractile ring contraction
YPR188C;cellular bud neck contractile ring
YPR188C;cell division
YPR188C;cell cycle
YPR188C;myosin II complex
YKR064W;cellular response to oleic acid
YKR064W;transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding
YKR064W;transcription factor activity, sequence-specific DNA binding
YKR064W;negative regulation of transcription from RNA polymerase II promoter
YKR064W;DNA binding
YKR064W;transcription, DNA-templated
YKR064W;regulation of transcription, DNA-templated
YKR064W;zinc ion binding
YKR064W;metal ion binding
YKR064W;nucleus
YKR064W;cytoplasm
YKR064W;mitochondrion
YKR064W;transcription from RNA polymerase II promoter
YKR064W;RNA polymerase II transcription factor activity, sequence-specific DNA binding
YGL018C;iron-sulfur cluster assembly
YGL018C;heat shock protein binding
YGL018C;protein folding
YGL018C;chaperone binding
YGL018C;mitochondrial matrix
YGL018C;response to stress
YGL018C;aerobic respiration
YGL018C;mitochondrion
YGL018C;mitochondrial inner membrane
YGL018C;mitochondrial intermembrane space
YGL018C;protein oligomerization
YJL198W;plasma membrane
YJL198W;integral component of membrane
YJL198W;transmembrane transport
YJL198W;polyphosphate metabolic process
YJL198W;inorganic phosphate transmembrane transporter activity
YJL198W;phosphate ion transport
YJL198W;regulation of phosphate transmembrane transport
YJL198W;sodium ion transport
YMR261C;dephosphorylation
YMR261C;regulation of catalytic activity
YMR261C;enzyme regulator activity
YMR261C;alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)
YMR261C;trehalose biosynthetic process
YMR261C;catalytic activity
YPL013C;mitochondrial small ribosomal subunit
YPL013C;mitochondrial translation
YPL013C;structural constituent of ribosome
YPL013C;intracellular ribonucleoprotein complex
YPL013C;ribosome
YPL013C;translation
YPL013C;intracellular
YPL013C;mitochondrion
YER001W;N-glycan processing
YER001W;protein O-linked glycosylation
YER001W;alpha-1,3-mannosyltransferase activity
YER001W;protein glycosylation
YER001W;Golgi membrane
YER001W;Golgi apparatus
YER001W;transferase activity, transferring glycosyl groups
YER001W;transferase activity
YER001W;integral component of membrane
YER001W;membrane
YER001W;mannosylation
YOR179C;mRNA processing
YOR179C;mRNA cleavage and polyadenylation specificity factor complex
YOR179C;termination of RNA polymerase II transcription, poly(A)-coupled
YOR179C;termination of RNA polymerase II transcription, exosome-dependent
YBR134W;
YGR116W;regulation of DNA-templated transcription, elongation
YGR116W;transcriptionally active chromatin
YGR116W;chromatin organization involved in regulation of transcription
YGR116W;nucleus
YGR116W;negative regulation of transcription from RNA polymerase II promoter
YGR116W;DNA binding
YGR116W;regulation of transcription from RNA polymerase II promoter
YGR116W;positive regulation of transcription elongation from RNA polymerase II promoter
YGR116W;chromatin remodeling
YGR116W;positive regulation of transcription from RNA polymerase II promoter
YGR116W;transcription from RNA polymerase II promoter
YGR116W;nucleic acid binding
YGR116W;transcription factor activity, core RNA polymerase II binding
YGR116W;nucleobase-containing compound metabolic process
YGR116W;poly(A)+ mRNA export from nucleus
YGR116W;nucleosome assembly
YGR116W;regulation of transcription from RNA polymerase II promoter in response to stress
YGR116W;histone binding
YGR116W;nucleosome binding
YGR116W;negative regulation of transcription from RNA polymerase II promoter by glucose
YGR116W;regulation of transcriptional start site selection at RNA polymerase II promoter
YGR116W;regulation of mRNA 3'-end processing
YGR116W;transcription antitermination
YGR116W;positive regulation of transcription involved in G1/S transition of mitotic cell cycle
YGR116W;nucleosome organization
YGR116W;hydrolase activity, acting on ester bonds
YGR116W;regulation of nucleosome density
YGR116W;regulation of histone H3-K36 methylation
YGR116W;transcription antitermination factor activity, DNA binding
YGR116W;chromatin maintenance
YBR126W-A;integral component of membrane
YHR213W;biological_process
YHR213W;molecular_function
YHR213W;cellular_component
YHR213W;flocculation
YGL234W;phosphoribosylformylglycinamidine cyclo-ligase activity
YGL234W;phosphoribosylamine-glycine ligase activity
YGL234W;purine nucleobase biosynthetic process
YGL234W;purine nucleobase metabolic process
YGL234W;'de novo' IMP biosynthetic process
YGL234W;purine nucleotide biosynthetic process
YGL234W;nucleotide binding
YGL234W;ligase activity
YGL234W;ATP binding
YGL234W;metabolic process
YGL234W;catalytic activity
YGL234W;metal ion binding
YGL234W;cytoplasm
YPL030W;cytoplasm
YPL030W;methyltransferase activity
YPL030W;tRNA methylation
YPL030W;tRNA (uracil) methyltransferase activity
YGR002C;regulation of transcription, DNA-templated
YGR002C;DNA repair
YGR002C;transcription, DNA-templated
YGR002C;DNA binding
YGR002C;
YGR002C;chromatin binding
YGR002C;chromatin remodeling
YGR002C;chromosome organization
YGR002C;histone exchange
YGR002C;Swr1 complex
YGR002C;NuA4 histone acetyltransferase complex
YGR002C;histone H2A acetylation
YGR002C;histone H4 acetylation
YGR002C;histone acetyltransferase complex
YER164W;termination of RNA polymerase I transcription
YER164W;negative regulation of DNA-dependent DNA replication
YER164W;regulation of transcriptional start site selection at RNA polymerase II promoter
YER164W;chromatin DNA binding
YER164W;negative regulation of histone H3-K14 acetylation
YER164W;negative regulation of histone H3-K9 acetylation
YER164W;rDNA binding
YER164W;nucleolar chromatin
YER164W;termination of RNA polymerase II transcription
YER164W;methylated histone binding
YER164W;helicase activity
YER164W;nucleosome positioning
YER164W;DNA-dependent ATPase activity
YER164W;ATP-dependent chromatin remodeling
YER164W;transcription elongation from RNA polymerase II promoter
YER164W;nucleosome mobilization
YER164W;chromatin organization involved in regulation of transcription
YER164W;SLIK (SAGA-like) complex
YER164W;
YER164W;SAGA complex
YER164W;nucleic acid binding
